"Species","spawningMode","FemaleMass_g","FemaleSize_mm","sizeType","eggSize_mm","typeOfWork_eggSize","timeToEggMeasurement_months","Location","Date","sampleSize","Fertilized","Live","Latitude","Longitude","ReferencePdf","lnFemaleSize","lnEggSize","absLatitude"
"Katsuwonus pelamis","pelagic",NA,496,"FL",0.65,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1951","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.20657592672493,-0.430782916092454,12.329998
"Katsuwonus pelamis","pelagic",NA,527,"FL",0.78,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1951","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.26720054854136,-0.2484613592985,12.329998
"Katsuwonus pelamis","pelagic",NA,497,"FL",0.65,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1951","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.20859002609663,-0.430782916092454,12.329998
"Katsuwonus pelamis","pelagic",NA,492,"FL",0.65,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1951","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.19847871649231,-0.430782916092454,12.329998
"Katsuwonus pelamis","pelagic",NA,490,"FL",0.65,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1951","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.19440539110467,-0.430782916092454,12.329998
"Katsuwonus pelamis","pelagic",NA,622,"FL",0.715,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1951","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.43294009273918,-0.335472736288129,12.329998
"Sarda sarda","pelagic",NA,530,"",1.29,"",NA,"Black Sea","1956 June","102",FALSE,TRUE,43.399946,34.287039,"demir_m_1961_p6_213.pdf",6.27287700654617,0.254642218373581,43.399946
"Thunnus albacares","pelagic",NA,673,"FL",0.65,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1950","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.51174532964473,-0.430782916092454,12.329998
"Thunnus albacares","pelagic",NA,806,"FL",0.65,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1950","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.69208374250663,-0.430782916092454,12.329998
"Thunnus albacares","pelagic",NA,587,"FL",0.65,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1950","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.3750248198281,-0.430782916092454,12.329998
"Thunnus albacares","pelagic",NA,741,"FL",0.6825,"",NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines","1947-1950","",FALSE,FALSE,12.329998,121.81474,"bunag_dm_1956_b1_145.pdf",6.60800062529609,-0.381992751923022,12.329998
"Thunnus albacares","pelagic",NA,1306,"",0.722,"",NA,"Gulf of Guinea, Africa","1963 Janurary","",FALSE,FALSE,3.714123,3.726789,"bane_gw_1963_c1_71.pdf",7.17472430983638,-0.325730140089311,3.714123
"Thunnus thynnus","pelagic",NA,2229,"FL",0.7,"",NA,"Cat Cay, The Bahamas","1954 May","16",FALSE,TRUE,25.462426,-77.817464,"rivas_lr_1954_b4_302.pdf",7.70930833338587,-0.356674943938732,25.462426
"Thunnus thynnus","pelagic",NA,2229,"FL",0.8,"",NA,"Cat Cay, The Bahamas","1955 May","86",FALSE,TRUE,25.462426,-77.817464,"rivas_lr_1954_b4_302.pdf",7.70930833338587,-0.22314355131421,25.462426
"Thunnus thynnus","pelagic",NA,2229,"FL",0.9,"",NA,"Cat Cay, The Bahamas","1956 May","105",FALSE,TRUE,25.462426,-77.817464,"rivas_lr_1954_b4_302.pdf",7.70930833338587,-0.105360515657826,25.462426
"Thunnus thynnus","pelagic",NA,2229,"FL",1,"",NA,"Cat Cay, The Bahamas","1957 May","55",FALSE,TRUE,25.462426,-77.817464,"rivas_lr_1954_b4_302.pdf",7.70930833338587,0,25.462426
"Thunnus thynnus","pelagic",NA,2229,"FL",1.1,"",NA,"Cat Cay, The Bahamas","1958 May","4",FALSE,TRUE,25.462426,-77.817464,"rivas_lr_1954_b4_302.pdf",7.70930833338587,0.0953101798043249,25.462426
"Gymnelus viridis","demersal",NA,143,"",4.65,"",NA,"Arctic Ocean","","",TRUE,TRUE,74.056759,-156.14174,"rass_ts_1941_j1.pdf",4.96284463025991,1.53686721959926,74.056759
"Lycodes esmarkii","demersal",NA,745,"",6,"",NA,"Sub Arctic, Norwegian Sea","","",TRUE,TRUE,67.900957,-4.79695,"rass_ts_1941_j1.pdf",6.61338421837956,1.79175946922805,67.900957
"Lycodes eudipleurostictus","demersal",NA,325,"",5.25,"",NA,"Barents Sea","","",TRUE,TRUE,76.812392,20.707313,"rass_ts_1941_j1.pdf",5.78382518232974,1.65822807660353,76.812392
"Lycodes frigidus","demersal",NA,530,"",7,"",NA,"Barents Sea","","",TRUE,TRUE,76.812392,20.707313,"rass_ts_1941_j1.pdf",6.27287700654617,1.94591014905531,76.812392
"Lycodes pallidus","demersal",NA,219,"",3.5,"",NA,"Barents Sea","","",TRUE,TRUE,76.812392,20.707313,"rass_ts_1941_j1.pdf",5.3890717298165,1.25276296849537,76.812392
"Lycodes polaris","demersal",NA,245,"",4.5,"",NA,"Arctic Ocean","","",TRUE,TRUE,74.056759,-156.14174,"rass_ts_1941_j1.pdf",5.50125821054473,1.50407739677627,74.056759
"Lycodes reticulatus","demersal",NA,366.5,"",8.7,"",NA,"North Atlantic","","",TRUE,TRUE,60.103559,-56.092167,"rass_ts_1941_j1.pdf",5.90399852132671,2.16332302566054,60.103559
"Lycodes vahlii","demersal",NA,160.5,"",4,"",NA,"North Atlantic","","",TRUE,TRUE,60.103559,-56.092167,"rass_ts_1941_j1.pdf",5.07829394257007,1.38629436111989,60.103559
"Melanostigma atlanticum","demersal",NA,92,"TL",3.1,"",NA,"Laurentian Trough off Rimouski, Quebec","1983 August 15","36",FALSE,FALSE,48.844108,-68.333872,"silverberg_n_1987_e20_195.pdf",4.52178857704904,1.1314021114911,48.844108
"Melanostigma atlanticum","demersal",NA,104,"TL",3.4,"",NA,"Laurentian Trough off Rimouski, Quebec","1983 August 15","56",FALSE,FALSE,48.844108,-68.333872,"silverberg_n_1987_e20_195.pdf",4.64439089914137,1.22377543162212,48.844108
"Melanostigma atlanticum","demersal",NA,113,"TL",2.8,"",NA,"Laurentian Trough off Rimouski, Quebec","1983 August 15","38",FALSE,FALSE,48.844108,-68.333872,"silverberg_n_1987_e20_195.pdf",4.72738781871234,1.02961941718116,48.844108
"Pachycara brachycephalum","demersal",NA,267,"TL",5,"",NA,"Off Shackleton Ice-shelf","1914 January","",FALSE,FALSE,-65.33,95.45,"waite_er_1916_a1_1.pdf",5.58724865840025,1.6094379124341,65.33
"Ammotretis rostratus","pelagic",NA,329,"TL",1.02,"Field/Lab",NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia","Before 1986","",FALSE,TRUE,-42.933615,147.38306,"crawford_cm_1986_j29_325.pdf",5.79605775076537,0.0198026272961797,42.933615
"Ammotretis rostratus","pelagic",NA,282,"TL",1.03,"Field/Lab",NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia","Before 1986","",FALSE,TRUE,-42.933615,147.38306,"crawford_cm_1986_j29_325.pdf",5.64190707093811,0.0295588022415444,42.933615
"Ammotretis rostratus","pelagic",NA,284,"TL",0.99,"Field/Lab",NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia","Before 1986","",TRUE,TRUE,-42.933615,147.38306,"crawford_cm_1986_j29_325.pdf",5.64897423816121,-0.0100503358535015,42.933615
"Ammotretis rostratus","pelagic",NA,293,"TL",0.99,"Field/Lab",NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia","Before 1986","",FALSE,TRUE,-42.933615,147.38306,"crawford_cm_1986_j29_325.pdf",5.68017260901707,-0.0100503358535015,42.933615
"Pseudopleuronectes americanus","demersal",NA,315,"TL",0.86,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.75257263882563,-0.150822889734584,41.619858
"Pseudopleuronectes americanus","demersal",NA,374,"TL",0.86,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.92425579741453,-0.150822889734584,41.619858
"Pseudopleuronectes americanus","demersal",NA,250,"TL",0.82,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.52146091786225,-0.198450938723838,41.619858
"Pseudopleuronectes americanus","demersal",NA,334,"TL",0.79,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.8111409929767,-0.23572233352107,41.619858
"Pseudopleuronectes americanus","demersal",NA,396,"TL",0.83,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.98141421125448,-0.186329578191494,41.619858
"Pseudopleuronectes americanus","demersal",NA,359,"TL",0.79,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.88332238848828,-0.23572233352107,41.619858
"Pseudopleuronectes americanus","demersal",NA,320,"TL",0.85,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.76832099579377,-0.162518929497775,41.619858
"Pseudopleuronectes americanus","demersal",NA,314,"TL",0.83,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.74939298590825,-0.186329578191494,41.619858
"Pseudopleuronectes americanus","demersal",NA,330,"TL",0.76,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.79909265446053,-0.27443684570176,41.619858
"Pseudopleuronectes americanus","demersal",NA,300,"TL",0.77,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.7037824746562,-0.261364764134408,41.619858
"Pseudopleuronectes americanus","demersal",NA,390,"TL",0.83,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.96614673912369,-0.186329578191494,41.619858
"Pseudopleuronectes americanus","demersal",NA,327,"TL",0.82,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.78996017089725,-0.198450938723838,41.619858
"Pseudopleuronectes americanus","demersal",NA,330,"TL",0.81,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.79909265446053,-0.210721031315653,41.619858
"Pseudopleuronectes americanus","demersal",NA,360,"TL",0.82,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.88610403145016,-0.198450938723838,41.619858
"Pseudopleuronectes americanus","demersal",NA,305,"TL",0.75,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.72031177660741,-0.287682072451781,41.619858
"Pseudopleuronectes americanus","demersal",NA,266,"TL",0.78,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.5834963087817,-0.2484613592985,41.619858
"Pseudopleuronectes americanus","demersal",NA,256,"TL",0.85,"",NA,"Narragansett Bay, Portsmouth, RI, United States","1988 January - March","",FALSE,FALSE,41.619858,-71.36922,"buckley_lj_1991_m74_125.pdf",5.54517744447956,-0.162518929497775,41.619858
"Rhombosolea tapirina","pelagic",NA,286,"TL",0.8,"Field/Lab",NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia","Before 1986","",FALSE,TRUE,-42.933615,147.38306,"crawford_cm_1986_j29_325.pdf",5.65599181081985,-0.22314355131421,42.933615
"Rhombosolea tapirina","pelagic",NA,374,"TL",0.77,"Field/Lab",NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia","Before 1986","",TRUE,TRUE,-42.933615,147.38306,"crawford_cm_1986_j29_325.pdf",5.92425579741453,-0.261364764134408,42.933615
"Rhombosolea tapirina","pelagic",NA,292,"TL",0.75,"Field/Lab",NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia","Before 1986","",TRUE,TRUE,-42.933615,147.38306,"crawford_cm_1986_j29_325.pdf",5.67675380226828,-0.287682072451781,42.933615
"Rhombosolea tapirina","pelagic",NA,315,"TL",0.76,"Field/Lab",NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia","Before 1986","",FALSE,TRUE,-42.933615,147.38306,"crawford_cm_1986_j29_325.pdf",5.75257263882563,-0.27443684570176,42.933615
"Rhombosolea tapirina","pelagic",NA,315,"TL",0.75,"Field/Lab",NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia","Before 1986","",TRUE,TRUE,-42.933615,147.38306,"crawford_cm_1986_j29_325.pdf",5.75257263882563,-0.287682072451781,42.933615
"Solea solea","pelagic",NA,1153.915007,"TL",1.4,"Field/Lab",6,"Bay of Brest, Brittany, France","1975","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.0509157935758,0.336472236621213,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.39,"Field/Lab",12,"Bay of Brest, Brittany, France","1976","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.3293037471426,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.33,"Field/Lab",24,"Bay of Brest, Brittany, France","1977","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.285178942233662,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.38,"Field/Lab",36,"Bay of Brest, Brittany, France","1978","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.322083499169113,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.41,"Field/Lab",48,"Bay of Brest, Brittany, France","1979","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.343589704390077,48.338056
"Solea solea","pelagic",NA,1422.011017,"TL",1.39,"Field/Lab",60,"Bay of Brest, Brittany, France","1980","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.25982735787185,0.3293037471426,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.37,"Field/Lab",72,"Bay of Brest, Brittany, France","1981","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.314810739840034,48.338056
"Solea solea","pelagic",NA,1630.978486,"TL",1.39,"Field/Lab",84,"Bay of Brest, Brittany, France","1982","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.39693541185345,0.3293037471426,48.338056
"Solea solea","pelagic",NA,1630.978486,"TL",1.36,"Field/Lab",96,"Bay of Brest, Brittany, France","1983","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.39693541185345,0.307484699747961,48.338056
"Solea solea","pelagic",NA,1534.230009,"TL",1.4,"Field/Lab",108,"Bay of Brest, Brittany, France","1984","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.33578391136519,0.336472236621213,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.411,"Field/Lab",72,"Bay of Brest, Brittany, France","1981","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.344298672870677,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.412,"Field/Lab",72,"Bay of Brest, Brittany, France","1981","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.34500713907105,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.444,"Field/Lab",72,"Bay of Brest, Brittany, France","1981","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.367417040470634,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.404,"Field/Lab",72,"Bay of Brest, Brittany, France","1981","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.339325305603619,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.386,"Field/Lab",72,"Bay of Brest, Brittany, France","1981","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.326421900767711,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.446,"Field/Lab",72,"Bay of Brest, Brittany, France","1981","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.368801123736573,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.385,"Field/Lab",72,"Bay of Brest, Brittany, France","1981","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.325700139639302,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.408,"Field/Lab",72,"Bay of Brest, Brittany, France","1981","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.342170257735851,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.384,"Field/Lab",72,"Bay of Brest, Brittany, France","1981","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.324977857195478,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.381,"Field/Lab",72,"Bay of Brest, Brittany, France","1981","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.322807874427155,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.319,"Field/Lab",72,"Bay of Brest, Brittany, France","1981","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.276873873735177,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.325,"Field/Lab",72,"Bay of Brest, Brittany, France","1981","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.281412459438185,48.338056
"Solea solea","pelagic",NA,1435.444543,"TL",1.368,"Field/Lab",72,"Bay of Brest, Brittany, France","1981","20",TRUE,TRUE,48.338056,-4.490164,"devauchelle_n_1987_a66_125.pdf",7.26922986628264,0.313349819200359,48.338056
"Leptagonus decagonus","demersal",NA,210,"",2,"",NA,"North Atlantic","","",TRUE,TRUE,60.103559,-56.092167,"rass_ts_1941_j1.pdf",5.34710753071747,0.693147180559945,60.103559
"Zanclorhynchus spinifer","pelagic",NA,202,"TL",0.8,"",NA,"Northern end of Macquarie Island","Before 1914","",FALSE,FALSE,-54.478596,158.896375,"waite_er_1916_a1_1.pdf",5.30826769740121,-0.22314355131421,54.478596
"Artediellus atlanticus","demersal",NA,133,"",4,"",NA,"Barents Sea","","",TRUE,TRUE,76.812392,20.707313,"rass_ts_1941_j1.pdf",4.89034912822175,1.38629436111989,76.812392
"Enophrys bison","demersal",NA,253,"TL",1.7,"",NA,"Puget Sound, WA, USA","1972 February - May","",FALSE,TRUE,47.90408,-122.485226,"demartini_ee_1978_e3_331.pdf",5.53338948872752,0.53062825106217,47.90408
"Enophrys bison","demersal",NA,270,"TL",2,"",NA,"Puget Sound, WA, USA","1972 February - May","",FALSE,TRUE,47.90408,-122.485226,"demartini_ee_1978_e3_331.pdf",5.59842195899838,0.693147180559945,47.90408
"Gymnocanthus tricuspis","demersal",NA,232.5,"",1.93,"",NA,"Barents Sea","","",TRUE,TRUE,76.812392,20.707313,"rass_ts_1941_j1.pdf",5.44889022502741,0.657520002916794,76.812392
"Icelus bicornis","demersal",NA,115,"",2.5,"",NA,"Barents Sea","","",TRUE,TRUE,76.812392,20.707313,"rass_ts_1941_j1.pdf",4.74493212836325,0.916290731874155,76.812392
"Triglops pingelii","demersal",NA,163,"",3,"",NA,"Arctic Ocean","","",TRUE,TRUE,74.056759,-156.14174,"rass_ts_1941_j1.pdf",5.09375020080676,1.09861228866811,74.056759
"Cyclopteropsis mcalpini","demersal",NA,47.5,"",5,"",NA,"Arctic Ocean","","",TRUE,TRUE,74.056759,-156.14174,"rass_ts_1941_j1.pdf",3.8607297110406,1.6094379124341,74.056759
"Eumicrotremus spinosus","demersal",NA,132,"",3.845,"",NA,"North Atlantic","","",TRUE,TRUE,60.103559,-56.092167,"rass_ts_1941_j1.pdf",4.88280192258637,1.34677360295761,60.103559
"Hemitripterus americanus","demersal",NA,305,"TL",1.07,"",NA,"Rhode Island, United States","1943 June","",FALSE,TRUE,41.314544,-71.480706,"warfel_he_1944_c1944_197.pdf",5.72031177660741,0.0676586484738149,41.314544
